Date,Vendor,Plant Location,Category,Material Type,Defect Type,Defect,Total Defect Qty,Total Downtime Minutes
21/02/2018,Oozz,Hingham,Logistics,Corrugate,No Impact,Warping,563453,3093
14/09/2018,Yabox,Savannah,Materials & Components,Glass,No Impact,Bad Bearings,481125,1932
19/11/2018,Buzzshare,Climax,Packaging,Corrugate,Impact,Skewed,747667,850
19/08/2018,Yakijo,Henning,Goods & Services,Corrugate,Impact,Delamination,146950,2576
13/07/2019,Divavu,Reading,Packaging,Corrugate,Rejected,Wrong Fasteners,157335,2467
11/08/2018,Digitube,Barling,Logistics,Batteries,No Impact,Tubs Stuck,408668,1459
02/02/2018,Centidel,Frazer,Goods & Services,Corrugate,Impact,Weak Walls,530194,2364
31/12/2019,Fivespan,Florence,Goods & Services,Corrugate,Rejected,Warping,529019,1598
29/10/2018,Meejo,Florence,Mechanicals,Raw Materials,No Impact,Matts,960278,907
26/08/2018,Kaymbo,Jordan Valley,Logistics,Corrugate,No Impact,Bad Seams,746108,4782
18/03/2019,Feedfire,Bloomingdale,Logistics,Corrugate,Impact,Bad Seams,553790,4893
18/06/2019,Vinte,Frazer,Logistics,Carton,Rejected,Wrong Cut,633127,4341
06/07/2019,Skalith,Garwood,Logistics,Batteries,Rejected,Misc,306284,452
29/08/2019,Devpulse,Reading,Mechanicals,Composites,No Impact,Wrong Case Labels,193756,4356
31/05/2019,Tagopia,Middletown,Packaging,Corrugate,Impact,Print defects,178034,567
25/09/2018,Voonte,De Ruyter,Electrical,Carton,No Impact,Bad Cut,130850,2322
02/01/2018,Babbleopia,Weaverville,Goods & Services,Film,Rejected,Misc,492623,555
30/11/2019,Wordware,Bloomingdale,Goods & Services,Carton,Rejected,Cartons Not Opening,541706,3857
15/11/2018,Skinix,Climax,Logistics,Corrugate,Impact,Bad Seams,137849,101
09/01/2019,Meejo,Charles City,Mechanicals,Controllers,No Impact,Foreign objects found,771788,3077
19/08/2019,Voonder,Chesaning,Mechanicals,Raw Materials,Impact,Broken Valve Seal,32429,456
02/10/2018,Quire,Frazer,Mechanicals,Composites,No Impact,Bad Tiles,482192,2311
02/07/2019,Eazzy,Charlevoix,Logistics,Corrugate,Impact,Wrong Fasteners,392365,3827
06/12/2018,Voomm,Prescott,Mechanicals,Labels,Rejected,Misc,791543,2993
06/02/2018,Bubblebox,Florence,Logistics,Corrugate,Rejected,Wrong  Size,170363,25
12/04/2019,Skiba,Weaverville,Packaging,Molds,Rejected,Wrong Coloring,531599,2033
06/12/2018,Twitterwire,Henning,Packaging,Corrugate,Impact,Print defects,675980,1668
20/04/2019,Rhyzio,Jordan Valley,Mechanicals,Raw Materials,No Impact,Not Certified,738884,1807
30/10/2019,Dabfeed,New Britain,Packaging,Film,Impact,No Bar Code,608866,4146
01/06/2018,Dabjam,Riverside,Logistics,Batteries,Impact,Warped,370814,4201
24/01/2018,Zoombox,Barling,Mechanicals,Carton,Rejected,Bad Carton Packaging,411816,2163
07/08/2018,Centizu,Charles City,Electrical,Carton,No Impact,Bowed/Warped,792261,4149
08/10/2019,Brightdog,Westside,Logistics,Batteries,Rejected,Bad Print,847900,407
09/09/2019,Gigaclub,Florence,Packaging,Carton,No Impact,Misc,772941,3043
20/05/2019,Fatz,Chatham,Packaging,Corrugate,No Impact,Print defects,954969,273
22/02/2019,Tavu,Garwood,Mechanicals,Raw Materials,No Impact,Inclomplete,845871,3535
10/06/2018,Dynava,Jordan Valley,Logistics,Carton,Impact,Bad Seams,965239,3527
17/12/2018,Flashset,Savannah,Packaging,Labels,Impact,Incorrect Material,621537,2655
19/08/2019,Yamia,De Ruyter,Logistics,Corrugate,No Impact,Poor Pairing,222452,66
25/03/2018,Innojam,Chatham,Logistics,Corrugate,No Impact,Skewed,857885,2637
12/08/2019,Twitterwire,Westside,Mechanicals,Motors,No Impact,Not Certified,154742,2368
21/12/2019,Skilith,Weaverville,Logistics,Batteries,Impact,Defective Rims,265730,940
24/04/2018,Topiclounge,Chatham,Logistics,Electrolytes,Rejected,Short Valves,631631,2824
21/10/2018,Feednation,Riverside,Logistics,Corrugate,No Impact,Warping,66314,4795
04/03/2018,Linktype,Charles City,Materials & Components,Glass,Rejected,Bad Bearings,396825,3441
08/03/2019,Feedspan,Cottonwood,Packaging,Carton,Impact,Unsealed Cartons,353840,2215
30/10/2019,Jabbercube,Savannah,Materials & Components,Corrugate,No Impact,Scrap attached,39054,2374
04/03/2019,Jaxnation,Riverside,Mechanicals,Raw Materials,No Impact,Foreign Material,789693,440
16/09/2019,Oba,Barling,Packaging,Film,Impact,No Bar Code,6501,478
18/03/2019,Shufflebeat,New Britain,Logistics,Film,Rejected,Split Seams,677448,863
25/01/2018,Voonte,Middletown,Mechanicals,Composites,Rejected,Bad Tiles,297006,368
24/12/2019,Kaymbo,Florence,Packaging,Raw Materials,Rejected,Out of Support,696817,2484
29/11/2018,Demimbu,Charlevoix,Mechanicals,Raw Materials,No Impact,Inclomplete,927463,3869
30/03/2018,Npath,Henning,Logistics,Labels,Impact,Cut Box,126822,698
01/02/2018,Skiptube,Riverside,Mechanicals,Raw Materials,No Impact,Wrong material,180340,1621
22/02/2019,Thoughtmix,Florence,Electrical,Carton,No Impact,Printing Defects,477736,845
28/03/2018,Browsetype,Westside,Packaging,Batteries,Impact,Cut Wires,477016,1696
18/04/2018,Buzzdog,Cottonwood,Mechanicals,Raw Materials,No Impact,Integrity Failure,627314,2821
27/08/2019,Topiczoom,Barling,Logistics,Corrugate,No Impact,Delamination,764664,131
28/05/2018,Browsecat,Reading,Logistics,Molds,Rejected,Wrong Drive,946768,2503
25/04/2018,Browsedrive,Hingham,Logistics,Labels,Rejected,Wrong Shade of Color,425312,4272
18/02/2018,Zooxo,Frazer,Logistics,Labels,No Impact,Splice,774425,495
25/03/2018,Trilia,Reading,Packaging,Electrolytes,Impact,Bad Fit,469036,2263
09/06/2018,Layo,June Lake,Mechanicals,Film,Rejected,Printing Defect,295915,4212
16/10/2019,Thoughtbridge,Climax,Mechanicals,Raw Materials,No Impact,Not Certified,704065,3048
03/06/2018,Rhyloo,Reading,Materials & Components,Glass,No Impact,Bad Finish,64291,1859
25/01/2018,Realbridge,Twin Rocks,Logistics,Corrugate,Impact,Misaligned Slots,55910,3187
02/03/2018,Kayveo,Ripton,Logistics,Corrugate,No Impact,Damaged in Transit,204343,4376
03/12/2018,Divape,Jordan Valley,Logistics,Batteries,No Impact,Warped,779288,1914
10/06/2019,Ailane,New Britain,Mechanicals,Raw Materials,Rejected,Foreign Material,57160,2694
14/07/2019,Trilia,New Britain,Packaging,Raw Materials,Rejected,Integrity Failure,254716,1629
22/07/2019,Vimbo,Waldoboro,Mechanicals,Raw Materials,No Impact,Damaged in Transit,616997,4665
06/04/2019,Edgeify,New Britain,Logistics,Corrugate,Impact,Bad Seams,75234,194
31/12/2019,Skiptube,Bruce Crossing,Logistics,Electrolytes,Impact,Short Walls,107140,565
05/11/2018,Yodo,Chatham,Mechanicals,Raw Materials,Rejected,Damaged in Transit,725095,911
21/06/2019,Dazzlesphere,Frazer,Packaging,Carton,No Impact,Not Certified,189643,2776
03/09/2019,Ozu,Clay,Materials & Components,Film,Rejected,Failed Tension Test,382981,2288
06/05/2019,Dynabox,Climax,Logistics,Raw Materials,Rejected,Damaged in Transit,588969,1294
29/10/2019,Skalith,New Britain,Mechanicals,Film,Rejected,Film Not Sealing,634173,4240
21/12/2019,Zooxo,Reading,Mechanicals,Raw Materials,No Impact,Foreign Material,79911,2985
29/10/2019,Zooveo,Cottonwood,Mechanicals,Raw Materials,No Impact,Bad Parameters,944050,571
07/12/2018,Blogspan,Bruce Crossing,Logistics,Raw Materials,No Impact,Damaged in Transit,557607,3474
17/09/2019,Devbug,Twin Rocks,Mechanicals,Raw Materials,Rejected,Integrity Failure,827017,4606
26/05/2018,Feedbug,Ripton,Packaging,Corrugate,Rejected,Gap Variation,791796,3546
21/12/2019,Realmix,Climax,Mechanicals,Corrugate,No Impact,Poor Pairing,383591,1263
08/03/2018,Photojam,Weaverville,Mechanicals,Carton,Impact,Inside Scoring,455768,4324
07/01/2019,Brainsphere,Charlevoix,Logistics,Batteries,No Impact,Damaged,536764,4993
11/06/2019,Jazzy,Chesaning,Electrical,Packaging,Rejected,Does Not Run,432283,387
14/12/2019,DabZ,Clarksville,Logistics,Film,Rejected,No Print,216306,3321
21/11/2018,Tagfeed,Climax,Mechanicals,Film,Impact,Creases / Wrinkles,974931,3747
09/03/2019,Livetube,Barling,Mechanicals,Controllers,No Impact,Loose Fit,651622,614
27/10/2019,Meevee,Twin Rocks,Mechanicals,Raw Materials,No Impact,Bad Parameters,957310,1559
02/07/2019,Gabspot,Savannah,Logistics,Batteries,Impact,Misc,16847,574
04/02/2018,Zoomlounge,Henning,Mechanicals,Raw Materials,No Impact,Inclomplete,476178,2599
04/05/2018,Thoughtmix,Savannah,Packaging,Electrolytes,Impact,Short Valves,754726,2298
21/03/2018,Skipfire,Climax,Mechanicals,Film,Impact,Creases / Wrinkles,264044,4251
01/03/2018,Tazzy,Riverside,Mechanicals,Carton,Rejected,Wrong Flaps,873676,3331
28/01/2019,Oyope,Bruce Crossing,Materials & Components,Raw Materials,No Impact,Inclomplete,315875,2097
07/10/2019,Meejo,Florence,Mechanicals,Raw Materials,No Impact,Not Certified,241992,914
18/11/2019,Photojam,Clay,Mechanicals,Carton,No Impact,Misc,626476,4303
03/04/2018,Topiclounge,Chatham,Materials & Components,Raw Materials,No Impact,Incorrect Labeling,293826,3924
11/08/2018,Yamia,Frazer,Materials & Components,Glass,No Impact,Bad Bearings,390666,2867
31/03/2019,Oyoba,Middletown,Mechanicals,Film,Rejected,Split Seams,410840,10
25/11/2019,Blogpad,Middletown,Logistics,Corrugate,Impact,Weak Walls,444063,582
21/03/2018,Browsedrive,Middletown,Mechanicals,Raw Materials,Rejected,Out of Spec,115231,3374
30/11/2019,Gigabox,Hingham,Packaging,Corrugate,Impact,Print defects,446410,263
02/09/2018,Feedfire,Climax,Goods & Services,Film,Rejected,Misc,628384,2178
15/10/2019,Brainlounge,New Britain,Electrical,Electrolytes,Rejected,Bad Fit,99359,4217
07/06/2019,Gigabox,Florence,Mechanicals,Carton,Rejected,Wrong Shade of Color,221015,4788
01/01/2018,Jamia,New Britain,Logistics,Controllers,Impact,Warped,682134,1934
05/06/2018,Twitterlist,Savannah,Packaging,Carton,No Impact,Too Heavy,939768,1087
19/12/2018,Izio,Bruce Crossing,Packaging,Corrugate,Impact,Bad Seams,51257,4560
19/04/2019,Fivechat,De Ruyter,Mechanicals,Composites,No Impact,Wrong Case Labels,10594,2967
16/07/2019,Trilia,Middletown,Packaging,Film,Impact,Wrong Shade of Color,364291,2097
11/08/2019,Demimbu,Hingham,Packaging,Hardware,Rejected,Cut Wires,324434,1660
17/02/2018,Devify,Bruce Crossing,Logistics,Raw Materials,Rejected,Out of Spec,101492,3852
04/01/2018,Eamia,Weaverville,Logistics,Batteries,No Impact,Bad Print,612352,2439
24/11/2019,Kazio,Clay,Goods & Services,Raw Materials,Rejected,Misc,599380,4242
14/06/2019,Tagpad,Twin Rocks,Mechanicals,Carton,No Impact,Dirty,571708,4961
11/09/2019,Twitterbeat,Waldoboro,Goods & Services,Raw Materials,No Impact,Not Certified,195133,3148
03/09/2019,Dabjam,Hingham,Packaging,Film,Impact,Film Not Intact,200920,266
22/04/2019,Realbuzz,Waldoboro,Logistics,Molds,Impact,Soft Parts,397151,495
28/09/2018,Tagpad,Climax,Mechanicals,Corrugate,Impact,Warping,98869,3743
16/10/2019,Meedoo,Chesaning,Materials & Components,Film,Rejected,Failed Tension Test,265975,4859
30/12/2019,Snaptags,Charles City,Logistics,Controllers,Impact,Wrong Tails,694523,3843
27/02/2019,Babblestorm,Clarksville,Materials & Components,Raw Materials,No Impact,No Bar Code,967621,3786
18/04/2018,Tagpad,Barling,Mechanicals,Labels,Rejected,Misc,908024,3624
12/07/2019,Vipe,Hingham,Packaging,Corrugate,No Impact,Errors in Packaging,948287,4954
07/02/2018,Topiclounge,Cottonwood,Packaging,Carton,Rejected,Sealed Together Internally,677237,600
29/10/2019,Eidel,Middletown,Mechanicals,Raw Materials,No Impact,Not Certified,207028,2169
02/10/2019,Dynava,Bloomingdale,Goods & Services,Raw Materials,No Impact,Not Certified,303821,2783
19/05/2018,Thoughtbridge,Charles City,Logistics,Controllers,Impact,Warped,290555,2823
25/01/2018,Yambee,Bruce Crossing,Goods & Services,Corrugate,No Impact,Dimensions - Bad Finishing,429853,2691
04/05/2018,Roombo,Prescott,Mechanicals,Raw Materials,Rejected,Inclomplete,326564,4111
04/04/2018,Trunyx,Henning,Mechanicals,Raw Materials,No Impact,Incorrect Labeling,239525,3495
25/01/2018,Mybuzz,Jordan Valley,Logistics,Electrolytes,Rejected,No Shipment Info,666200,3820
15/04/2019,Devify,Riverside,Packaging,Carton,Impact,Sealed Together Internally,199646,636
23/08/2019,Trilith,Ripton,Materials & Components,Glass,No Impact,Packaging Damaged,421035,3477
31/08/2019,Feedfish,Frazer,Packaging,Corrugate,Impact,Wrong Fasteners,585783,3867
26/11/2019,Oodoo,Frazer,Logistics,Corrugate,Impact,Warping,626110,626
07/01/2019,Aimbu,Barling,Logistics,Batteries,Rejected,Mixed Product,313704,87
11/09/2019,Aivee,Chatham,Goods & Services,Raw Materials,No Impact,Not Certified,223584,1289
31/05/2019,Vitz,De Ruyter,Materials & Components,Raw Materials,Impact,Out of Spec,503999,4495
21/04/2019,Babblestorm,Weaverville,Logistics,Batteries,No Impact,Foreign objects found,305638,2311
03/06/2018,Lazzy,Charlevoix,Packaging,Labels,Rejected,No Bar Code,469602,2998
28/02/2019,Wikido,Reading,Logistics,Raw Materials,Rejected,Material Handling/ Shipping Requirements Error,657203,3750
12/10/2019,Muxo,Frazer,Mechanicals,Raw Materials,No Impact,Not Certified,370079,4488
21/02/2019,Roombo,Prescott,Packaging,Corrugate,Impact,Bad Seams,817712,3776
13/07/2019,Jetpulse,Riverside,Logistics,Corrugate,Impact,Cracked,127115,3054
28/09/2019,Bluezoom,Westside,Mechanicals,Raw Materials,No Impact,Not Certified,232322,4616
01/05/2018,Fanoodle,Charlevoix,Materials & Components,Molds,Impact,Packaging Issues,468866,3352
19/03/2019,Innojam,Clarksville,Materials & Components,Labels,No Impact,Wrong Label,236881,2349
23/09/2019,Riffpath,Twin Rocks,Logistics,Batteries,Rejected,Foreign objects found,512276,2612
25/02/2019,Browsebug,Hingham,Logistics,Controllers,Impact,Warped,336726,677
12/02/2018,Wordpedia,De Ruyter,Mechanicals,Controllers,Rejected,No Disk,836881,637
28/09/2019,Meedoo,Bruce Crossing,Mechanicals,Carton,Rejected,Wrong Cut,854035,1457
04/06/2019,Zooxo,Bloomingdale,Logistics,Corrugate,Impact,Poor Pairing,869529,3621
15/06/2018,Gigazoom,Barling,Packaging,Molds,Impact,Bad Tops,223973,575
06/01/2019,JumpXS,Bloomingdale,Materials & Components,Raw Materials,No Impact,Inclomplete,322421,2434
30/10/2019,Skaboo,Chatham,Packaging,Hardware,Impact,Wrong Shade of Color,141496,1694
14/09/2018,Cogibox,Westside,Materials & Components,Film,No Impact,Wrong Core,682327,4699
17/04/2019,Realblab,Chesaning,Logistics,Corrugate,No Impact,Misc,872248,838
25/05/2019,DabZ,Barling,Materials & Components,Hardware,No Impact,Misc,489194,648
07/02/2019,Midel,Bruce Crossing,Mechanicals,Raw Materials,Rejected,Foreign Material,356341,783
12/11/2019,Izio,Ripton,Logistics,Electrolytes,Impact,Misc,830812,4588
29/03/2018,Eimbee,Florence,Electrical,Corrugate,No Impact,Bad Seams,198216,3780
10/08/2018,Twinder,Middletown,Logistics,Corrugate,Impact,Wrong  Size,39291,452
27/04/2019,Livetube,Henning,Electrical,Corrugate,No Impact,Flaps - Incorrect Gap,801423,386
19/08/2019,Minyx,Chatham,Logistics,Corrugate,Impact,Poor Pairing,744017,4074
20/07/2019,Trunyx,Weaverville,Packaging,Corrugate,Impact,Delamination,152640,295
14/01/2019,Brightbean,Bloomingdale,Logistics,Controllers,Impact,Warped,854643,2377
19/05/2019,Leenti,Jordan Valley,Logistics,Motors,No Impact,Out of Specification,38552,4603
11/05/2018,Pixoboo,Twin Rocks,Logistics,Corrugate,Impact,Bad Seams,98673,1854
21/07/2019,Flipbug,Middletown,Logistics,Corrugate,Impact,Errors in Packaging,304967,2786
27/01/2019,Wikibox,Ripton,Logistics,Labels,Impact,Film Not Sealing,948806,3310
19/04/2019,Oba,Chesaning,Packaging,Carton,Rejected,Sealed Together Internally,138252,4906
29/11/2018,Fliptune,Frazer,Mechanicals,Raw Materials,No Impact,Inclomplete,415369,333
20/04/2019,Kazio,Savannah,Packaging,Labels,Rejected,Print Impression,340408,3899
01/05/2018,Tagpad,Bloomingdale,Materials & Components,Labels,Rejected,Roll Tension,614662,1583
23/11/2019,JumpXS,Reading,Materials & Components,Electrolytes,Impact,Deformed Parts,143201,142
09/07/2019,Skimia,Twin Rocks,Packaging,Molds,No Impact,Other,46598,4118
04/07/2018,Yadel,Climax,Logistics,Corrugate,No Impact,Dimensions - Bad Finishing,809691,3563
08/12/2019,Wikido,June Lake,Logistics,Corrugate,Rejected,Damaged in Transit,765349,1181
06/07/2019,Fliptune,Chesaning,Packaging,Film,Rejected,Wrong Shade of Color,861410,2898
14/12/2019,Cogibox,June Lake,Logistics,Corrugate,Impact,Wrong Fasteners,13003,96
28/02/2018,Twitterbridge,Henning,Packaging,Electrolytes,Impact,Incomplete Molding,711066,1845
06/04/2019,Browsecat,New Britain,Mechanicals,Raw Materials,No Impact,Misc,674156,2891
15/10/2019,InnoZ,Florence,Packaging,Molds,Rejected,Other,10452,502
15/02/2019,Gigaclub,Garwood,Mechanicals,Controllers,Impact,Material Separation,321589,4677
20/04/2019,InnoZ,Cottonwood,Packaging,Molds,Rejected,Soft Parts,433951,41
24/03/2019,Rhyloo,Florence,Mechanicals,Raw Materials,No Impact,Wrong Codes,390184,3994
15/12/2019,Oba,Savannah,Materials & Components,Glass,Impact,Packaging Damaged,150914,1477
15/06/2019,Aivee,Ripton,Logistics,Corrugate,Impact,Wrong Fasteners,778500,4085
02/07/2018,Gabtype,Westside,Goods & Services,Raw Materials,Rejected,Out of Spec,874211,3810
30/10/2019,Kwinu,Cottonwood,Logistics,Raw Materials,No Impact,Not Certified,337783,967
08/10/2019,Oyoyo,Prescott,Mechanicals,Raw Materials,No Impact,Bad Parameters,722933,656
23/11/2019,Quire,Charlevoix,Logistics,Carton,Impact,Bowed,560060,2236
15/06/2018,Voonyx,Henning,Logistics,Corrugate,Impact,Folding - Wrong Crease,751588,1135
05/10/2018,Oba,Waldoboro,Mechanicals,Raw Materials,No Impact,Inclomplete,125376,368
26/11/2018,Thoughtbridge,June Lake,Logistics,Corrugate,Impact,Warping,970219,275
23/12/2019,Skyble,Jordan Valley,Mechanicals,Raw Materials,No Impact,Matts,86505,4744
16/07/2018,Jabbertype,Frazer,Mechanicals,Labels,No Impact,Slitting Erorrs,517463,2979
22/05/2018,Twitterwire,Chatham,Electrical,Labels,Rejected,No Print,990493,4344
20/11/2019,Fanoodle,Bloomingdale,Logistics,Batteries,Impact,Tubs Stuck,367701,1490
01/10/2019,Twinder,Garwood,Logistics,Raw Materials,No Impact,Bad Parameters,625344,558
02/03/2019,Midel,Ripton,Logistics,Corrugate,Rejected,Delamination,344455,3194
02/09/2019,Babblestorm,Charlevoix,Logistics,Corrugate,Impact,Poor Pairing,355061,2492
08/12/2018,Wordpedia,Florence,Logistics,Corrugate,No Impact,Scrap attached,69032,850
21/08/2018,Tekfly,Ripton,Logistics,Raw Materials,Impact,Over/Under Fill,826834,4097
15/09/2019,Twitterbeat,Savannah,Mechanicals,Raw Materials,No Impact,Not Certified,935703,2450
05/08/2019,Babbleset,Florence,Mechanicals,Raw Materials,No Impact,Not Certified,200675,3537
19/04/2019,Tagpad,Middletown,Mechanicals,Controllers,Impact,Warped,756180,173
20/11/2018,Feedspan,Waldoboro,Packaging,Carton,Impact,Carton Delamination,915250,3758
01/01/2019,Centimia,Cottonwood,Packaging,Raw Materials,No Impact,Incorrect Labeling,334213,2990
29/11/2018,Izio,De Ruyter,Mechanicals,Controllers,No Impact,Spruced,834600,4925
04/12/2018,Devshare,Reading,Materials & Components,Glass,No Impact,Stones and Sand,780118,3234
30/08/2019,Rhyloo,Ripton,Mechanicals,Film,Rejected,Creases / Wrinkles,906523,2887
16/12/2018,Dabvine,Weaverville,Electrical,Corrugate,Rejected,Bad Seams,726147,3442
28/01/2019,Tavu,Prescott,Mechanicals,Labels,No Impact,Split Seams,613258,2495
17/09/2019,Snaptags,Twin Rocks,Logistics,Batteries,Rejected,Tubs Stuck,731649,223
10/02/2018,Shufflester,Twin Rocks,Mechanicals,Composites,Rejected,Bad Seams,53380,4509
24/02/2018,Gigashots,Clarksville,Mechanicals,Raw Materials,Rejected,Inclomplete,745439,14
14/07/2019,Wordtune,Jordan Valley,Goods & Services,Film,Impact,Print Impression,205029,2405
07/08/2018,Pixoboo,Savannah,Logistics,Corrugate,Impact,Bad Seams,709489,1045
11/12/2019,Skyvu,Chesaning,Logistics,Labels,Impact,No Crank,357433,3816
06/02/2019,Yata,Jordan Valley,Materials & Components,Glass,No Impact,Broken Glass,485179,4027
07/03/2018,Jabbertype,New Britain,Logistics,Raw Materials,Rejected,Broken Valve Seal,905804,2155
02/01/2018,Mybuzz,Cottonwood,Materials & Components,Labels,No Impact,Incorrect Material,24683,4682
01/09/2019,Fliptune,Ripton,Packaging,Raw Materials,No Impact,Wrong Shade of Color,467888,1847
03/04/2018,Vinder,Cottonwood,Packaging,Corrugate,Impact,Skewed,595610,2510
21/08/2018,Yodo,Barling,Materials & Components,Labels,No Impact,Wrong Finish,672342,3929
07/11/2018,Feedfish,Middletown,Mechanicals,Carton,Rejected,Wrong Cut,177752,2640
15/07/2019,Meevee,Chesaning,Packaging,Corrugate,Impact,Cuts,568037,3762
23/04/2019,Zoombeat,Jordan Valley,Logistics,Corrugate,Impact,Flaps - Incorrect Gap,41573,3648
01/06/2018,Layo,Henning,Materials & Components,Labels,No Impact,Wrong Label,548399,6
24/01/2018,Pixonyx,Reading,Logistics,Corrugate,Impact,Bad Seams,651996,2175
28/01/2019,Zoomdog,Florence,Materials & Components,Raw Materials,No Impact,Inclomplete,615334,2457
30/06/2018,Eidel,Climax,Logistics,Corrugate,Impact,False scores,332239,2872
09/10/2018,Jaxworks,Climax,Mechanicals,Raw Materials,Rejected,Integrity Failure,666281,305
15/07/2019,Skaboo,Jordan Valley,Materials & Components,Glass,Impact,Foreign Objects,385662,43
04/11/2019,Geba,Hingham,Mechanicals,Raw Materials,No Impact,Not Certified,14476,2968
22/10/2019,Skalith,Clay,Mechanicals,Raw Materials,No Impact,Bad Parameters,293947,4856
07/05/2019,Jabberbean,Climax,Mechanicals,Film,Rejected,Film Not Sealing,887542,4847
20/10/2019,Blogtags,Prescott,Mechanicals,Film,Rejected,Wrong Makeup,275076,58
02/01/2018,Aivee,Twin Rocks,Materials & Components,Electrolytes,No Impact,Crushed Sidewalls,8945,1441
23/02/2019,Kaymbo,Cottonwood,Mechanicals,Raw Materials,No Impact,Integrity Failure,626089,2166
11/02/2018,Babblestorm,Chatham,Packaging,Molds,Rejected,Parting Tops,319956,967
08/12/2018,Devify,Barling,Logistics,Corrugate,No Impact,Wrong  Size,660289,1168
09/04/2018,Rhybox,Barling,Logistics,Corrugate,No Impact,Bad Seams,438445,1396
09/07/2018,Brainverse,Jordan Valley,Logistics,Corrugate,Rejected,Incorrect Vertical Size,982022,828
03/06/2019,Brainsphere,Clay,Packaging,Hardware,Impact,Missing Components,230222,3468
19/11/2018,Dynava,De Ruyter,Mechanicals,Controllers,Rejected,Warped,237837,3176
01/09/2019,Rhynyx,Twin Rocks,Materials & Components,Raw Materials,No Impact,Wrong Labeling,315230,1231
26/11/2018,Browsebug,Cottonwood,Mechanicals,Raw Materials,Rejected,Foreign Material,962753,2662
07/11/2018,Cogilith,Henning,Packaging,Labels,No Impact,Smeared Print,810672,2200
31/08/2019,Skiptube,Bruce Crossing,Packaging,Carton,Impact,Bad Bond,111331,4466
24/11/2019,Meemm,Jordan Valley,Mechanicals,Film,Impact,Damaged Rolls,207379,1299
23/06/2019,Zooxo,Savannah,Logistics,Carton,Impact,Bowed,844157,608
31/10/2018,Topicshots,Prescott,Mechanicals,Mechanicals,No Impact,Incorrect Color,167581,1149
09/07/2019,Wikizz,Twin Rocks,Logistics,Carton,Impact,Bowed,764505,455
09/10/2019,Realblab,Westside,Logistics,Corrugate,Impact,Misc,12224,434
30/04/2018,Yoveo,Climax,Packaging,Mechanicals,No Impact,Incorrect Material,629364,3797
13/11/2018,Skipstorm,Climax,Packaging,Corrugate,Impact,Incorrect Vertical Size,501100,4072
24/04/2019,Flashdog,Riverside,Packaging,Corrugate,Impact,Skewed,189566,4146
26/01/2018,Meetz,Bruce Crossing,Logistics,Carton,Rejected,Bowed/Warped,906438,2509
15/12/2019,Gabvine,Twin Rocks,Materials & Components,Labels,Impact,Wrong Label,940287,608
17/02/2018,Aivee,Prescott,Mechanicals,Labels,Impact,Creases / Wrinkles,226672,3017
14/03/2018,Mymm,Cottonwood,Mechanicals,Carton,No Impact,Cartons Not Opening,749294,1068
13/03/2019,Gigazoom,Twin Rocks,Logistics,Corrugate,Rejected,Warping,337078,4935
15/02/2019,Nlounge,Hingham,Mechanicals,Labels,Rejected,Misc,283999,3419
24/08/2018,Skajo,June Lake,Mechanicals,Controllers,Impact,Wrong Tails,892614,833
29/10/2019,Devpulse,De Ruyter,Mechanicals,Raw Materials,No Impact,Bad Parameters,616349,756
07/10/2019,Yodo,Twin Rocks,Materials & Components,Film,Rejected,Failed Tension Test,587866,2160
23/08/2019,Fadeo,Florence,Materials & Components,Raw Materials,Rejected,Foreign Material,875897,836
20/05/2019,Quatz,New Britain,Logistics,Drives,Impact,Misc,668834,31
23/02/2018,Yodo,Prescott,Mechanicals,Raw Materials,Rejected,Damaged in Transit,715444,2741
09/04/2018,Tekfly,Clay,Logistics,Batteries,No Impact,Warped,380111,3502
09/06/2019,Avamba,Chatham,Packaging,Carton,Impact,Too Heavy,619943,1978
21/12/2019,Quaxo,Chatham,Logistics,Corrugate,Rejected,Warping,65913,1854
23/09/2019,Tavu,Bloomingdale,Logistics,Raw Materials,No Impact,Bad Parameters,614445,927
23/12/2018,Browsecat,Weaverville,Logistics,Controllers,Impact,Warped,375948,4244
17/12/2019,Jamia,Garwood,Mechanicals,Raw Materials,Rejected,Out of Spec,983374,3912
15/03/2019,Dabtype,Weaverville,Packaging,Corrugate,Impact,Bad Seams,153562,1349
15/09/2019,Flipstorm,Waldoboro,Goods & Services,Raw Materials,No Impact,Not Certified,809432,4056
15/05/2018,Gevee,Riverside,Packaging,Corrugate,No Impact,Delamination,109942,1710
12/02/2018,Ntag,Barling,Mechanicals,Controllers,No Impact,Wrong Tails,608353,3747
26/03/2019,Tavu,Jordan Valley,Electrical,Corrugate,No Impact,Bad Seams,494023,852
11/01/2019,Shuffledrive,Charlevoix,Logistics,Corrugate,Impact,Misc,360170,2091
30/06/2019,Trunyx,Charles City,Logistics,Batteries,Impact,Misc,84806,4843
08/02/2019,Layo,Reading,Logistics,Corrugate,Rejected,Warping,69779,827
18/01/2018,Demimbu,Chesaning,Logistics,Molds,No Impact,Wrong Parts,241776,4976
31/12/2019,Feedmix,Riverside,Logistics,Controllers,Impact,Warped,843942,4881
29/11/2018,Zoombox,De Ruyter,Mechanicals,Controllers,No Impact,Missing Liner,802423,2835
08/09/2019,Demivee,Barling,Mechanicals,Composites,No Impact,Foreign objects found,814361,4204
04/06/2019,Ntag,Reading,Mechanicals,Carton,Rejected,Wrong Shade of Color,398531,2547
